date,startup_name,industry,sub_industry,city,investors,investment_type,amount_usd,investor_list
2017-09-21,Savebc,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,6000000.0,['Incofin Investment Management.']
2017-09-21,Gaming Monk,Consumer Internet,E-sports platform,Delhi,AdvantEdge,Private Equity,0.0,['AdvantEdge']
2017-09-21,91Springboard,Consumer Internet,Co-working spaces,Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,0.0,"['Sandway Investment Ltd', ' Pearl Brook Holdings', ' Silo Holdings and Al Nour']"
2017-09-21,Homergize,eCommerce,Home Furnishing & Building material marketplace,Bangalore,LG Chandrasekhar,Private Equity,1000000.0,['LG Chandrasekhar']
2017-09-22,Yatra,eCommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt Funding,15400000.0,['InnoVen Capital India']
2017-09-22,Ace Turtle,Technology,Omni-channel web commerce solutions provider,Bangalore,InnoVen Capital,Private Equity,0.0,['InnoVen Capital']
2017-09-25,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,AV Thomas Group,Seed Funding,0.0,['AV Thomas Group']
2017-09-25,Synup,Technology,SME Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000.0,"['Vertex Ventures', ' Prime Venture Partners.']"
2017-09-25,Tinmen,Consumer Internet,Food Delivery platform,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,0.0,['Zomato Media Pvt. Ltd']
2017-09-25,Cropin,Technology,Crop Technology Solutions,Bangalore,Beenext,Private Equity,0.0,['Beenext']
2017-09-25,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,422000.0,['Battery Road Digital Holdings LLC']
2017-09-25,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,150000.0,['Mehul Shah']
2017-09-26,Credifiable,Consumer Internet,Online consumer lending platform,Bangalore,Kae Capital,Private Equity,0.0,['Kae Capital']
2017-09-26,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,0.0,"['Rajan Anandan', ' Jamil Khatri', ' Ravi Iyer', ' Raghav Bahl']"
2017-09-26,Multibhashi,Consumer Internet,Language learning Mobile App,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed Funding,0.0,"['Aniruddha Malpani', ' Startup Oasis']"
2017-09-27,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000.0,"['IL&FS Investment Managers', ' Omidyar Network.']"
2017-09-27,Fashalot,Consumer Internet,O2O fashion discovery platform,Gurgaon,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,0.0,"['Capillary Technologies', ' Whiteboard Capital', ' YourNest Angel Fund', ' Rajul Garg']"
2017-09-27,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000.0,"['Blume Ventures', ' Goldbell Group', ' Anurag Srivastava', ' Shailesh Rao', ' Amiya Pathak', ' Rajesh Yohanan and Rahul Garg']"
2017-09-27,Gochoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurgaon,"Rivergate Capital,",Seed Funding,0.0,"['Rivergate Capital', '']"
2017-09-27,Myupchar,Consumer Internet,Local Language Health Information portal,Delhi,LetsVenture,Seed Funding,300000.0,['LetsVenture']
2017-09-28,Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,Keiretsu Forum,Private Equity,1000000.0,['Keiretsu Forum']
2017-08-01,Touchkin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,1300000.0,['Kae Capital']
2017-08-02,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,0.0,['Triton Investment Advisors']
2017-08-02,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,0.0,"['Kashyap Deorah', ' Anand Sankeshwar', ' Deepak Jain', ' Sadashiva NT', ' Arjun Mehta', ' Satish Kaul', ' Anindya Ghose']"
2017-08-02,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000.0,"['Kunal Shah', ' LetsVenture', ' Anupam Mittal', ' Hetal Sonpal']"
2017-08-02,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000.0,"['Narottam Thudi', ' Shireesh Palle']"
2017-08-03,Speedbox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000.0,['Cismat Cargo Services Pvt. Ltd.']
2017-08-03,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed Funding,0.0,['Rajasthan Angel Investor Network']
2017-08-03,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,0.0,"['DSG Consumer Partners', ' Eight Roads Ventures India']"
2017-08-03,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,0.0,['SIDBI']
2017-08-04,Lime Tray,Technology,Restaurant Management Solutions,Delhi,JSW Ventures,Private Equity,0.0,['JSW Ventures']
2017-08-04,Coutloot,eCommerce,Fashion Resale Marketplace,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,0.0,"['Anuj Puri', ' Redcliffe Capital', ' Artha India Ventures', ' Siddharth Kothari', ' Apoorv Ranjan Sharma', '']"
2017-08-04,Box My Space,Logistics,Warehouse Aggregator,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,0.0,"['R. Jayakumar', ' Vaibhav Vohra', ' Aditya Vazirani', ' Rhea Vazirani', ' AVN Business Solutions', ' Dreamweaver Investments']"
2017-08-05,Curatio,Healthcare,Skincare Speciality services,Chennai,Anicut Capital,Private Equity,0.0,['Anicut Capital']
2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,243000.0,['Undisclosed investors']
2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000.0,"['Rahul Dev Kumar', ' Rajesh Mahajan', ' Ankit Sharma and others']"
2017-08-09,Truxapp,Logistics,Mobile based Logistics Service,Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,3100000.0,"['Venugopal Dhoot', ' Ajay Bhatia', ' Tarun Khandelwal', ' Ganpat Singhvi', ' Mandhian family & Others']"
2017-08-09,Crofarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Ventures,Seed Funding,783000.0,['Factor[e] Ventures']
2017-08-09,Doodhwala,Consumer Internet,Online milk delivery,Bangalore,Tom Varkey,Seed Funding,0.0,['Tom Varkey']
2017-08-10,Stayabode,Consumer Internet,Co-Living space aggregator,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,0.0,"['Incubate Fund', ' Sanjay Shenoy', ' Mridul Upreti', '']"
2017-08-11,Flipkart,eCommerce,Online Marketplace,Bangalore,Softbank,Private Equity,2500000000.0,['Softbank']
2017-08-11,Moong Labs,Technology,Mobile games developer,Delhi,Nazara Games,Private Equity,0.0,['Nazara Games']
2017-08-11,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,36000000.0,['Tekne Capital Management']
2017-08-14,Sports Flashes,Consumer Internet,Sports Content Mobile App,Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,0.0,"['Bennett', ' Coleman and Company Ltd (BCCL)', '']"
2017-08-14,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,312000.0,"['InCred Finance', ' Fullerton India Credit Company Ltd']"
2017-08-15,Knab Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,385000.0,"['InCred', ' Krishnakumar Natarajan', ' Ravi Bhardwaj']"
2017-08-17,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,0.0,"['Green Visor Capital LP II', ' IA Venture Strategies Fund II LP', ' Boillot Family Trust', ' Russell M Byrne', ' The Oliver R. Grace', ' Jr. Millennium Trust', ' SF Capital Investments LP']"
2017-08-20,Rootefy,eCommerce,Building material online store,Delhi,"Abhinav Gupta,",Seed Funding,187000.0,"['Abhinav Gupta', '']"
2017-08-21,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,6800000.0,['IDG Ventures']
2017-08-21,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,734000.0,['Undisclosed HNI\\\\xe2\\\\x80\\\\x99s']
2017-08-22,Flochat,Consumer Internet,instant messaging platform,Mumbai,"iSquare Global,",Seed Funding,0.0,"['iSquare Global', '']"
2017-08-22,Easygov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,0.0,"['Social Alpha', ' Rajan Anandan', ' Rajeev Ahuja', ' Kshitij Arora']"
2017-08-23,Milk Basket,Consumer Internet,Online Grocery platform,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,0.0,['Blume Ventures. Lenovo Capital and Incubator Group (LCIG)']
2017-08-23,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000.0,"['Riverwood Capital', ' Sequoia Capital India', ' Nexus Venture Partners', ' Tenaya Capital']"
2017-08-23,Bombay Shaving Company,eCommerce,Men Grooming product etailer,Delhi,Fireside Ventures,Private Equity,2300000.0,['Fireside Ventures']
2017-08-23,Awign,Technology,Operations and manpower outsourcing,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,0.0,"['IIT Ropar', ' Imanpreet Singh Arora', ' Sidharth Rozario', ' Saurabh Abichandani', ' Shikhar Gupta', '']"
2017-08-23,Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed Funding,500000.0,['Haresh Chawla']
2017-08-24,Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000.0,"['JS Capital Management', ' Social Capital', ' Horizons Ventures', '']"
2017-08-25,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,750000.0,"['VAMM Ventures', ' Raksul', ' Dena']"
2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0,"['PBS Srinivas', ' Vinod Martin', '']"
2017-08-28,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0,"['Sistema Asia Fund', ' C31 Ventures', ' Qualgro.']"
2017-08-29,Curefit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000.0,"['Accel Partners', ' IDG Ventures', ' Kalaari Capital', '\\\\xc2\\\\xa0 UC-RNT fund']"
2017-08-29,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0,"['idal Health', ' growx ventures', ' Capier Investments', ' Globevestor & others']"
2017-08-29,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt Funding,0.0,['Small Industries Development Bank of India (SIDBI)']
2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0,"['Ward Ferry Management and Karst Peak Capital', '']"
2017-08-30,Medgenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,"['Sequoia India', ' Sofina s.a.', ' Zodius Capital', ' Kris Gopalakrishnan', ' Lakshmi Narayanan', '']"
2017-07-01,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0,['Reliance Corporate Advisory Services Ltd']
2017-07-03,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,2600000.0,"['Infuse Ventures', ' JLL']"
2017-07-04,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,"['Asset Management (Asia) Ltd', ' Digital Garage Inc']"
2017-07-05,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0,"['Kalaari Capital', ' Nexus India Capital Advisors']"
2017-07-05,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0,"['International Finance Corporation', ' Rocketship', ' Accel Partners', ' Jungle Ventures', ' Shailesh Rao', ' Venture Highway']"
2017-07-05,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000000.0,['BCCL']
2017-07-06,Minjar,Technology,Cloud Solutions provider,Bangalore,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0.0,"['Blume Ventures', ' Contrarian Capital India Partners', ' Emergent Ventures India', ' Pallav Nadhani', ' Ashish Gupta', ' Sharad Sharma', ' Sirion Labs']"
2017-07-07,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,"['India Quotient', ' Shunwei Capital']"
2017-07-07,Upwardly,Consumer Internet,MF investment platform,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0.0,"['Sreeram Iyer', ' Suvo Sarkar', ' Anita Gupta', ' Likemind Ventures']"
2017-07-10,Autorox,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,3000000.0,['Mitsui & Co.']
2017-07-11,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0,['Dunamis Ventures Pte Ltd']
2017-07-11,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0,"['Venture Catalysts', ' Sourav Ganguly', ' Ankit Aditya', ' Moksh Sports Ventures']"
2017-07-11,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0.0,"['Fireside Ventures', ' Apurva Salarpuria', ' Sidharth Pansari', ' Sprout Capital']"
2017-07-12,Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,"['SBI-FMO Fund', ' Bessemer Venture Partners', ' Catamaran Ventures']"
2017-07-12,Vdeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,0.0,"['Corvus Ventures', ' MAPE Advisory Group']"
2017-07-12,Bottr,Technology,Chatbot creation tool,Bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0.0,"['500 Startups', ' Purvi Capital', ' Rajan Anandan', ' Abhishek Gupta']"
2017-07-12,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,Indian Angel Network,Seed Funding,0.0,['Indian Angel Network']
2017-07-14,Qwikspec,Technology,Construction site operations and analytics platform,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,"['Brigade Innovations LLP', ' TV Mohandas Pai', ' Suhail Rahman', ' Bobby Reddy', ' M George Oommen']"
2017-07-14,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,['Blacksoil Capital Pvt. Ltd']
2017-07-17,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0,"['Sequoia Capital', ' Grey Orange', ' Rajesh Ramaiah', ' Anshuman Das', ' Rishi Das']"
2017-07-17,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,"['IDG Ventures India Advisors', ' Jungle Ventures']"
2017-07-18,Mobiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,0.0,['One97 Communication Ltd']
2017-07-18,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,0.0,"['Uber Technologies Inc', ' Amaya Capital LLP']"
2017-07-18,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,0.0,['Xelpmoc']
2017-07-18,Hypernova Interactive,Technology,Mobile games creator,Bangalore,Kae Capital,Seed Funding,0.0,['Kae Capital']
2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,"['ain Capital Ventures', ' Renaud Laplanche']"
2017-07-19,Aircto,Consumer Internet,AI powered recruitment platform,Bangalore,Francesco Cara,Seed Funding,0.0,['Francesco Cara']
2017-07-19,Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,600000.0,['ABI-Showatech (India) Ltd']
2017-07-20,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,700000.0,"['Kae Capital', ' M&S Partners', '']"
2017-07-21,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,"['Subramani Somasundaram', ' Sundeep Sahni', ' Mayank Mittal & Others']"
